Start,Connection,Database,Query,Time (secs),Columns,Records
14:17:14,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Transaction') AND c.name = N'ExpressFee'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,0
14:17:14,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Transaction') AND c.name = N'MileageFee'  AND i.index_id > 0  ORDER BY c.name;",0.048,2,0
14:17:14,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Transaction') AND c.name = N'ShipmentID'  AND i.index_id > 0  ORDER BY c.name;",0.039,2,1
14:17:14,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Transaction') AND c.name = N'TotalCost'  AND i.index_id > 0  ORDER BY c.name;",0.050,2,1
14:17:14,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Transaction') AND c.name = N'TransactionID'  AND i.index_id > 0  ORDER BY c.name;",0.043,2,1
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'Address'  AND i.index_id > 0  ORDER BY c.name;",0.046,2,0
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'CityID'  AND i.index_id > 0  ORDER BY c.name;",0.047,2,1
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'DriverID'  AND i.index_id > 0  ORDER BY c.name;",0.046,2,1
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'Fname'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,1
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'LicenseExp'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,0
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'LicenseNum'  AND i.index_id > 0  ORDER BY c.name;",0.041,2,1
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'Lname'  AND i.index_id > 0  ORDER BY c.name;",0.040,2,1
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'Phone'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,0
14:17:18,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'Preferences'  AND i.index_id > 0  ORDER BY c.name;",0.041,2,0
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'Salary'  AND i.index_id > 0  ORDER BY c.name;",0.044,2,0
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'Title'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,0
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'TrainingCategory'  AND i.index_id > 0  ORDER BY c.name;",0.045,2,0
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Driver') AND c.name = N'Zipcode'  AND i.index_id > 0  ORDER BY c.name;",0.087,2,1
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Contact') AND c.name = N'CompanyID'  AND i.index_id > 0  ORDER BY c.name;",0.043,2,1
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Contact') AND c.name = N'ContactID'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,1
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Contact') AND c.name = N'Email'  AND i.index_id > 0  ORDER BY c.name;",0.049,2,0
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Contact') AND c.name = N'FirstName'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,1
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Contact') AND c.name = N'LastName'  AND i.index_id > 0  ORDER BY c.name;",0.044,2,1
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT  ( SELECT      COL_NAME( sys_t.object_id, sys_idx_col.column_id ) + ', '      FROM sys.indexes sys_idx      JOIN sys.index_columns sys_idx_col          ON sys_idx.index_id = sys_idx_col.index_id          AND sys_idx.object_id = sys_idx_col.object_id          AND sys_idx_col.is_included_column = '0'          AND sys_idx.index_id = i.index_id      JOIN sys.tables sys_t          ON sys_idx.object_id = sys_t.object_id          AND sys_t.object_id = i.object_id           FOR XML PATH('')  ) AS 'Columns',  i.is_unique AS 'Unique'  FROM sys.indexes i  JOIN sys.index_columns ic ON i.index_id = ic.index_id AND i.object_id = ic.object_id  JOIN sys.columns c ON ic.column_id = c.column_id AND ic.object_id = c.object_id  WHERE i.object_id = OBJECT_ID(N'dbo.Contact') AND c.name = N'Phone'  AND i.index_id > 0  ORDER BY c.name;",0.042,2,1
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Driver', DEFAULT, DEFAULT )",0.041,2,0
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.check_constraints AS sys_check  INNER JOIN sys.schemas AS sys_sch ON sys_check.schema_id = sys_sch.schema_id  INNER JOIN sys.tables AS sys_t ON sys_check.parent_object_id = sys_t.object_id  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Driver'",0.071,1,1
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.indexes sys_idx  INNER JOIN sys.tables sys_t ON sys_idx.object_id = sys_t.object_id  INNER JOIN sys.objects sys_obj ON sys_obj.object_id = sys_idx.object_id  INNER JOIN sys.schemas AS sys_sch ON sys_t.schema_id = sys_sch.schema_id  AND sys_idx.index_id > 0  AND sys_obj.type ='U'  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Driver'",0.069,1,1
14:17:19,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT COUNT(*) FROM sys.objects AS sys_o  INNER JOIN sys.tables sys_t ON sys_o.parent_object_id = sys_t.object_id  INNER JOIN sys.schemas sys_sch ON sys_t.schema_id = sys_sch.schema_id  INNER JOIN sys.triggers sys_tr ON sys_o.object_id = sys_tr.object_id  WHERE sys_o.type = 'TR'  AND sys_tr.parent_class = 1 -- DML Triggers  AND sys_sch.name = N'dbo'  AND sys_t.name = N'Driver'",0.072,1,1
14:17:20,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT ( CASE WHEN Stat.EstimateCount > 1000 THEN 1 ELSE 0 END ) AS IsEstimate, ( CASE WHEN Stat.EstimateCount > 1000 THEN Stat.EstimateCount ELSE ( SELECT COUNT(*) FROM [dbo].[Driver] ) END ) AS RecordCount FROM ( SELECT CAST( p.rows AS float ) AS EstimateCount FROM sys.tables AS tbl INNER JOIN sys.indexes AS idx ON idx.object_id = tbl.object_id and idx.index_id < 2 INNER JOIN sys.partitions AS p ON p.object_id = CAST( tbl.object_id AS int ) AND p.index_id=idx.index_id WHERE ( ( tbl.name = N'Driver' AND SCHEMA_NAME( tbl.schema_id ) = N'dbo' ) ) ) Stat",0.043,2,1
14:17:22,ec2-54-212-228-227.us-west-2.compute.amazonaws.com,student12,"SELECT name AS 'Property', value AS 'Value'  FROM fn_listextendedproperty( DEFAULT, 'Schema', N'dbo', 'Table', N'Shipment', 'Constraint', N'lnk_Driver_Shipment' )",0.049,2,0
